,tweet_id,sentiment,text
338,2.77161618918498e+17,neutral,"""it is Saturday in the Bay and our shop is open from 10am till 2pm. Our amazing intern, Melissa is @ Art Park"
339,2.23617586636653e+17,negative,"""De La Soul were disappointing. Lazy &amp; uninvolving performance that seemed to be made up on the spot. C'mon, guys. Entertainment, right? #FIB"""
340,2.30686754217288e+17,neutral,"""[someone] By becoming the 1st Briton to win the Maillot Jaune and the KoM the same year? Say, Chris Froome for instance."""
341,2.8119900555853e+17,positive,Friday is the day I have been waiting for since Thanksgiving break was over #yes
342,2.55028305537942e+17,neutral,"""[someone] were going to Grand Bend tomorrow, and my mom said i should invite you but idk if you would want to come hhaa!"""
343,2.30193033289818e+17,negative,Might just go back to Summersville tomorrow. Fuck this place.
344,2.74631677186306e+17,neutral,[someone] [someone] any thoughts on Lough Erne on Friday? Looks like my only day off before Christmas #puttingitoutthere
345,2.72527139629318e+17,positive,he is 2nd for me behind Danny Elfman who does all of the Tim Burton movies. i love the whimsical music
346,2.49398744745919e+17,positive,Saw you at Riot Fest last Sunday-incredible as always-this will be my fourth time seeing you all. LOVE to you!
347,2.471307868039e+17,neutral,The jimmy mcgovern doc just highlights everything that was released on wed 'do you think id protect people if i thought they would kill me son?'
348,2.44700247027233e+17,neutral,Blackpool Illuminations run now up till 4th November. But who remembers the illuminations closer to home ? We...
349,2.42858331142779e+17,positive,[someone] I want to thank you and [someone] for meeting me at Westfield Parramatta on Friday
350,2.38803786309722e+17,neutral,"""George Benson and Chaka Khan Perform Live at the L.A. County Fair, Pomona Fairplex, Thu, Sep 13 @ 7:30pm, 50% OFF,"
351,2.30615166058918e+17,neutral,Any ndublets want to go by London live at hype park on Saturday?
352,2.75421799968289e+17,positive,Totally buying the new Batman movie on Blu-Ray December 4th!
353,2.39104419885625e+17,neutral,is anyone going to runrig tomorrow
354,2.26892838854611e+17,positive,Holy shit! The girl that drums for the Nekromantix may be the most beautiful woman on the planet Earth.
355,2.78120532073935e+17,positive,On Sunday the direct TGV from Paris arrived in Interlaken for the first time. :-) Am Sonntag ist der direkte...
356,2.52254866532082e+17,positive,twitters you checkout this new show next Saturday at 8 pm on thw CW Network great cast and funny man [someone]
357,2.72383761197462e+17,positive,Thanksgiving leftovers still good the 2nd &amp; 3rd time around. #Yum #Smashing
358,2.3445041272653e+17,neutral,And also paid [someone] for not even half of the Heritage Classic tickets #GoLeafsGo. And also we are going to The Kee again Monday #wetwild
359,2.25269065277653e+17,neutral,"""For those in the DC area, check out the Living Earth Festival on the Mall - this Saturday and Sunday."
360,2.07573887142203e+17,neutral,"""Breaking Pointe, reality TV about ballet, featuring my client Ballet West, premieres on The CW Thursday 5/31 at 8pm:"
361,2.6223544463958e+17,neutral,watching PLL Halloween episode for the 3rd time
362,2.22411263374926e+17,neutral,"""I am going to start listening to Metric now, so I can see them at Bluesfest on the 15th."""
363,2.25260520272445e+17,positive,This Saturday night [someone] Binghamton NY at the Legion is going to be pure insanity #Bingofansrock
364,2.3507330481639e+17,positive,"""The Summer Olympics may be over, but there is still plenty of summer left to enjoy the warm weather. What are some of your favorite..."""
365,2.5400313703841e+17,neutral,At the Creative Alliance for the 1st time to see a screening of Directing Dissent about John Roemer. Full from Mathews Pizza. #datenight
366,2.11366634273772e+17,positive,that is it for Kiryu for now. Hoping to wrap up the main story by the end of the day. Before the 10th is here. it is almost June 12th....
367,2.64824485163696e+17,positive,Yes it is November 3rd and yes all the Halloween candy is on clearance #Targetrun
368,2.23856251279393e+17,neutral,watched the mens 100m at the London Grand prix sure Michael Frater did not have any underwear on he looked like his 3rd leg was hanging free
369,2.55990893541212e+17,neutral,"""If you need tickets for the 2CW live event in Binghamton NY on Nov 17th, text 607-237-9247 or email me on fb."
370,2.72037361343418e+17,positive,Best part about Black Friday...Thanksgiving leftovers
371,2.7820533027244e+17,positive,let it snow #winter #switzerland #monday #cold @ Interlaken
372,2.3596112140687e+17,positive,Come get Wet &amp; Wild [someone] tomorrow for Splash Dance. Our Night Swim features Kyau &amp; Albert on the sound. Goodtimes
373,2.36883918060671e+17,neutral,Tune into the KICX Winning weekend with [someone] 4 your chance 2 C [someone] next Saturday at The Kee to Bala aboard the KICX Bus
374,2.56412601414738e+17,negative,I am officially 2 for 2 with my friends getting kicked out of Rum Runners on their 21st
375,2.48124689933816e+17,neutral,"""Just a few of the 300+ #HaikuDecks created in the last 24 hours: Violet's 3rd Birthday, Langa Vulindela Reading Club, Want Shiny Hair?"""
376,2.72417889578e+17,negative,"""[someone], [someone] does not know what he is talking about mate. Wilshere being saved for Wednesday same with vermalen!!"""
377,2.20651109952393e+17,positive,[someone]: We are now in a big top instead of outside due to stinky rain but should still be amazing on Sunday. See you at Splash Dance!
378,2.36594481808433e+17,positive,"""sat with the parents watching the highlights from hype park on sky arts for the last few hours, there is nothing better than springsteen!"""
379,2.16681277691142e+17,negative,Falcao makes it 2-1 in the 26th minute. He is on the Red Team. I refuse to call them the Red Stars and Black Masters.
380,2.41033557835907e+17,positive,I still want my Vanilla fudge ima get some tomorrow I was really craving that all day .
381,2.21597330556731e+17,neutral,"""Spending a rainy Saturday afternoon in the shops kitchen making a new Crumbly Vanilla Fudge, rain like in Tennis can effect play."""
382,2.12354021372072e+17,negative,Why am I not @ Hot Jam..... Oh yea right cuz it is MONDAY! fuckin fools!!!
383,2.0080296254781e+17,neutral,Sacramento area supporters - we will be at the Whole Earth Festival at UC Davis in the quad on May 12th and 13th.
384,2.71413573346013e+17,positive,Mitchie from the 1st camp rock #legendary
385,2.41125013523165e+17,positive,[someone] [someone] yes! Ahhh going to be great! Are you 2 going to Westfield Parramatta on Saturday? Please follow me Bella :) x
386,2.64862141494997e+17,positive,Get out the candy (and a toothbrush) for my Saturday Morning Roundup on ways to use Halloween Candy!
387,2.74847802918568e+17,positive,"""[someone]: New Batman movie is the best! #batman #movie #hollywood #chillin #saturday agree... excelent message! """"""""Without the rope..."""""""""""
388,2.0105437354197e+17,neutral,"""Trip begs Bree to tell him what happened the night of Alejandro's murder as in the series finale of #DesperateHousewives, ABC Sunday at 9pm"""
389,2.10144277714584e+17,negative,[someone] Rock I am Park busted me on Sunday... I got in illegally. Soon I may get a problem.. Was for 5 hours with the police...
390,2.46246817929519e+17,negative,Jiujitsu test tomorrow... I think it might be the first time I am nervous about... Anything in almost a year
391,2.71727331024986e+17,neutral,Going to see Richard Dawkins &amp; Mehdi Hasan debate at the Oxford union tomorrow.
392,2.48476427295523e+17,positive,Almost recovered from Riot Fest.... Sunday night ended righteously eating vegan pizza with Iggy and The Stooges at their trailer!
393,2.73491020510003e+17,positive,"""[someone] Falkirk sounds class my man! Fri or sat? Edinburgh derby on Sunday, fancy it? Might have a spare ticket #SingleLAD"""
394,2.49466761689322e+17,positive,"""Would love to see [someone] at Westfield Parramatta tomorrow, maybe you will come by? I wish! :) &lt;3 xo #justsaying"""
395,2.73549040287883e+17,positive,2nd part of Crossfire Hurricane was ace. Would like to be in 70s era Rolling Stones please. Get it on ol' iPlayer etc:
396,2.38752079437496e+17,neutral,Are you going to enrole tomorrow!?!?!? [someone]
397,2.71839583619146e+17,neutral,[someone] visiting from Seattle and going to check out Stone Brewing tomorrow. I will say hi from you sir.
398,2.08674834706735e+17,positive,Got the new job I will b leaving for Ohio June 18th
399,2.67591801274245e+17,positive,it is good to see that Dave managed to get back from his trip in time for the Remembrance Service.
400,2.35851888350868e+17,neutral,"""Now we know why all those Hibs fans did not show up for the Edinburgh derby on Sunday, they were saving their money to boo Ian Black tonight."""
401,2.3512242871038e+17,positive,Congrats to our [someone] athletes for coming in 13th OVERALL with 18 Medals! 3rd best we have EVER done in Summer Olympics!
402,2.23938732712137e+17,positive,starting 11th in heat one with the World of Outlaws at Eldora Speedway!
403,2.28233652075655e+17,positive,Great day out with everyone at Lechlade! #sun #jumpingoffbridges #cowfish
404,2.49213062391947e+17,positive,2nd trip to see 'The Ladykillers' at the Theatre Royal! A fantastic play :)
405,2.56978758198759e+17,neutral,[someone] the Kenny Lofton hit on a Monday night during a 49er Game that was on MNF.
406,2.08667762531373e+17,positive,[someone] yeah - you are playing tomorrow - obv you am not going tho against Barbarians - then Aussies away - next home are September :)
407,2.30016164988875e+17,neutral,got 2nd row tix for Primus at the Kirby Center! 1st concert tour in 3D with Surround Sound!
408,2.73885433904112e+17,neutral,"""Kenny Lofton, who makes his debut on the Hall of Fame ballot today, is the 1st former #ArizonaWildcats to ever appear on a HofF ballot."""
409,2.70202429981725e+17,positive,7 Dec going to Hat Yai :)
410,2.39045003190604e+17,positive,New blog post: Top Five Things I Love and Will Miss about the Summer Olympics!
411,2.24506259058074e+17,positive,[someone] Chris Brown ran a season best in the 400 meters for 2nd place in 44.95 at 2012 AVIVA LONDON GRAND PRIX
412,2.69569441233261e+17,neutral,"""If you do not have your tickets to tomorrow nights Eric Church concert at the Maverik Center then get them now,..."
413,2.06572185542853e+17,positive,[someone] glad you could make it to the Phoenix Comicon. You also did a great job on Rookie Blue this past Thursday. [someone]
414,2.45906492144902e+17,neutral,"""Brisfest brings live music and the festival spirit back to #Bristol on 22 &amp; 23 Sept. De La Soul, Roni Size &amp; loads more"
415,2.77927997741339e+17,positive,"""Sunday atfernoon - time for the perfect IPA, courtesy of Stone Brewing"
416,2.7045927523362e+17,positive,Finally getting to watch the Stones stuff from Sat night. Crossfire Hurricane stuffed with fine footage indeed. Great Belfast clips from 65
417,2.64326040820802e+17,positive,"""Home from MYSA conference. Glad it went good after all the hustle and bustle. Haha I missed work and tomorrow, I am doomed! :p"""
418,2.84737726018892e+17,positive,"""Well yes, it has been announced that i will be back for my 3rd year as host of Disney's Star Wars Weekends! I am..."
419,2.40717817899545e+17,neutral,[someone] You want Sat Go Art Park?
420,2.72773094127579e+17,negative,If you are trying to pass off Thanksgiving Leftovers as Sunday Meals..you deserve an uppercut. We tired of that shit now
421,2.21734306932982e+17,positive,vanilla fudge chunks OMFG. you may come to me
422,2.03866428888203e+17,positive,Still so happy [someone] won battle of the bands and they get to play on ABC Sunday night. Cannot wait to play with them June 1st.
423,2.76277661779784e+17,neutral,Youth Soccer tonight at Double Play Wednesday night. Kinder kickers for ages 3-6 is from 5-5:45pm....Ages 7-10...
424,2.21667024525459e+17,positive,[someone] it is my 25th birthday tonight!! and I am ready to rock at Roskilde Festival! Bring your A-game! :)
425,2.4875952851295e+17,positive,[someone] nice job at Riot Fest. Sadly I could not make it that early on Saturday but I Heard you guys killed it :) good job
426,2.30292793665393e+17,negative,"""[someone] Almighty May, tell me what are my options to show Kiryu my tattoo except for cutting off my arm and throw it on stage 8D"""
427,2.42113867700916e+17,negative,"""CLG may have lost to Dignitas but i do know this: Eagles of Death Metal are off the chain,"
428,2.42287439660585e+17,neutral,"""Carly Rae Jepsen rolling up at the Pomona Fairplex. Nbd. Yes, the average age at the concert may have been 1"
429,2.72391655502541e+17,neutral,See Marcello Giordani in concert on Feb 2 w/ the Dallas Opera Orchestra @ Winspear Opera House for ONLY $25.
430,2.81681137129095e+17,neutral,"""The Democratic Union of Madrasha army takes full control in Raccoon City.: Thu Oct 20, 3083. After the attack, t..."
431,2.61454397618414e+17,neutral,"""From the Twitter just now from RNDM: """"""""RNDM has a beef with Pearl Jam Radio on [someone] channel 22. Tune in Thurs..."
432,2.63742466342138e+17,neutral,Its going down this Saturday at Rum Runners st cloud...btw where the party at tonight?
433,2.46943356654064e+17,positive,Hope the weather is like this for Ironman Wales. Lovely and sunny yet not too warm. Good luck all. May the wind be behind you all the way.
434,2.05741601098699e+17,positive,"""[someone] Manchester, just seen De La Soul are playing the Sunday as well. The lineup is quality."""
435,2.38469196734931e+17,positive,Saturday Aug 25th Rum Runners will be hosting the Captains Hangover...Come celebrate the ccdjo champs birthday. I might even do the wobble..
436,2.49640601384022e+17,positive,Spaghetti dinner/movie for the Barbarians football team. Big game tomorrow vs Upland!! Go Barbs!!!
437,2.37707632847237e+17,neutral,#Neon Splash Dance on Thursday [someone] with sounds by [someone]! Neon attire highly encouraged. Bring your bikini! #SplashDance
438,2.22774371113107e+17,neutral,"""As you might have seen, the Great Yorkshire Show is cancelled tomorrow. All children in school at normal time please"""
439,2.53634407779426e+17,neutral,[someone] are you in the land of my fathers*? (*just the one father. Ignore what you may have read of Liverpudlian sexual mores)
440,2.4043932880169e+17,neutral,If only it was possible to be part of the Blackpool Illuminations concert on Friday!
441,2.68167571122053e+17,neutral,Learn how to make soup with Danny Elfman's recipe:
442,2.44938631188468e+17,neutral,[someone] We are done for the rest if the day. Tomorrow we will be in Hollywood's Art Park for dinner
443,2.07984727729246e+17,positive,[someone] drake will be in Ohio June 6th with waka flocka j cole 2chainz and a bunch of other really good artist. we are fuggin going!!!
444,2.74606998358733e+17,positive,[someone] On monday I request some Queens of the stone age to celebrate that they are finally coming to Roskilde festival again!
445,2.51192427271033e+17,positive,"""it is Thuuuuuursday and my bestie is arriving tomorrow, Antonio Carluccio shortly after that and then a fabulous event with Reiss on Tuesday!"""
446,2.28883376197734e+17,positive,we are just over 24 hrs away from the WPSL Elite Championship in Rochester vs the formidable [someone]. 3rd time's a charm Red Stars!
447,2.61659982402048e+17,neutral,[someone] the same way Joel Skinner held Kenny Lofton at 3rd in 07. #Destiny
448,2.10449221210489e+17,positive,"""Fresh Copper River Salmon this weekend! Starts Friday night, do not miss it!!"""
449,2.81051295304012e+17,neutral,"""one more final tomorrow then I am done for the semester..I been waiting on Christmas break since Thanksgiving break, lbs"""
450,2.32772482099184e+17,positive,[someone] Great! All down to hard work of SAGG and others. Getting increasing reports of reds in Haltwhistle too. Long may it continue!
451,2.0868451847807e+17,positive,"""[someone] it is my best friends 19th birthday today and she LOVES you! We saw you at Soundset on Sunday, show my girl [someone] some love"""
452,2.75993827154747e+17,positive,Tonight at home vs Summersville! Good luck to our boys. Play with the same fire you ended with Saturday against Thayer &amp; Alton #lovemyealges
453,2.16351332481761e+17,positive,Too much sun today!.. At least I got one picture with ma girl [someone] @ Pomona Fairplex
454,2.7246826884395e+17,neutral,"""EP #126: Psychobilly Friday From Space! - Terminal Signal: Psychobilly from Mad Sin, Nekromantix and the Quakes!..."
455,2.07849540617896e+17,neutral,Bill Cosby Live at the Winspear Opera House on June 9th!
456,2.37832670992802e+17,neutral,"""Silver Lining: Even if you missed their performance at the Creative Alliance on August 12, you can still enjoy the..."
457,2.54279844924367e+17,neutral,Hope to see everyone at Eldora Speedway TOMORROW for the full UMP Nationals event! This evenings events have been...
458,2.67737385943573e+17,neutral,"""Nov 11, Boston Celebrity Chef Class - What to Do with Thanksgiving Leftovers: The BCAE Teams Up with Local Food ..."
459,2.49558271244001e+17,negative,Ironman Wales highlights on Channel 4 tomorrow morning at 6.35am. I hope there is no footage of me being sick on the run!
460,2.36999439355621e+17,neutral,Will be on ABC Sunday night 10pm with Dr Joe Tucci &amp; Prof Liz Handsley re sexualisation &amp; commercialisation of kids
461,2.0184280354483e+17,negative,"""Yup, guess what? Citizen were not the happiest supporter last night, Liverpudlian were. The Fact is: finis in 8th, below Everton Asses #LOL"""
462,2.23843639099523e+17,neutral,#Thailand Parcels packed with ammunition and illicit drugs were Friday intercepted at Songkhla's Hat Yai Post Of...
463,2.67748098678342e+17,positive,"""Saturday Nov 24th FM Kirby Center in Wilkes-Barre,PA...Hope to see you there..."
464,2.00285374717764e+17,neutral,[someone]
465,2.38010022464987e+17,negative,"""#Accused Olivia colman, Joe dempsie; Jimmy mcgovern always comes out with gold, pity I missed the 1st episode"""
466,2.59186552532517e+17,neutral,wow Friday that was quick - charity dog walk tonight for [someone] If you are going through Blackpool Illuminations tonight give us a honk
467,2.7297800740735e+17,positive,A quality weekend in Manchester with [someone] :) Runrig were superb on Friday night!
468,2.84756382534758e+17,positive,I love how Thanksgiving break had hella bangers and we are in the 2nd week of winter break and have failed to have one yet
469,2.35619802301993e+17,neutral,"""[someone] How are things in """"""""Vegas""""""""? When do you start """"""""Monday""""""""? Do you know where you are shooting? Fox, Universal, Warners, Paramount? lol"""
470,2.65664321860825e+17,positive,[someone] Good Night we waiting for tomorrow can we have TWITCAM please with Maite
471,2.64569479852331e+17,neutral,"""Left over Halloween candy is probably past it is expiration, right? that is what I will tell my kids when they see the empty wrappers tomorrow."""
472,2.47095985900253e+17,positive,Jimmy McGovern's Hillsborough on ITV3 [someone].05. Wish they would show it nationwide on ITV at 9pm tomorrow. The nation would see it with new eyes
473,2.55622502875812e+17,positive,"""[someone] Kiryu is a VK band &amp; I will see them again in January as they are amazing live, but Juri is the VK guy or was actually..."""
474,2.3173827070541e+17,positive,"""do not FORGET: Youth Soccer registration (ages 5-17) is going on now. We are taking registration TODAY , Saturday,..."
475,2.50363410146013e+17,neutral,Live semi-finals this Thursday night 9-10pm on CW Network. America votes. Please share with friends. #teamjordan
476,2.74154883479904e+17,neutral,"""[someone] Nicole R, jov, two Capistranos, Kait, Me, Danee, Tuesday, and more... not sure of the others"""
477,2.7703365856358e+17,positive,Runrig tonight!! cannot wait. Then off to Oban to play in Coasters Bar with Murdo Ewen Cameron tomorrow night. Come along if you are free :)
478,2.12916234818294e+17,neutral,"""Star Wars Weekends may be over, but the """"""""Carbon-Freeze Me"""""""" Experience is still open through June 16!"
479,2.48152612359266e+17,neutral,"""Just got an e-mail from Eldora Speedway with the 2013 Kings Royal dates, July 12-13. #kingsroyal"""
480,2.48138444176511e+17,positive,want to see stars this Friday? Check out the Red Stars we have coming in!
481,2.16890520440553e+17,positive,"""GAME DAY! Red Stars meet Philly Fever for the 1st time this season at 6:30pm CT in Egg Harbor, NJ. Follow twitter for live updates."""
482,1.96206481463443e+17,positive,De La Soul the 25th of July in Amsterdam! Ah I want to get my DeLa Dunks signed!
483,2.38279719999644e+17,positive,quite looking forward to Blackpool Illuminations with [someone] next Friday. #NeverHadTheShits
484,2.70063359641154e+17,neutral,"""Its dat time of the year again, playoff futbol for our sundays team, quater finals tomm, we on team curfew 4 rest of playoffs on SAT nights"""
485,2.85294684979466e+17,negative,"""I do not know why I played Resident Evil Operation Raccoon City, but I did. And I am not happy about it or the video I made of it for tomorrow"""
486,2.72629662553866e+17,positive,"""[someone] I am actually probably gunna buy it. (Danny Elfman enthusiast, cannot help myself!), but I will let you know tomorrow!"""
487,2.08648489922593e+17,positive,"""Happy Friday! Come for Copper River Salmon. The freshest, most wonderful salmon in the world! And dessert too of..."
488,2.49666285338755e+17,positive,"""The canopy survived the winds today! Hoping to see a lot of people tomorrow at the New Earth Festival in Atlanta, IN"""
489,2.06574217297281e+17,positive,[someone]: I want to go to the pool tomorrowcome to knollwood
490,2.40375961449804e+17,positive,I have won tickets to Blackpool Illuminations!!!!! See you Friday [someone]!!! Xx
491,1.96020570939335e+17,positive,"""[someone] Sure enjoyed seeing you on ABC Sunday, especially you and George talkin' baseball."""
492,2.67631115009946e+17,positive,Kira the 1st person to send me a Veteran Day text she just made me feel proud
493,2.5621421920315e+17,neutral,[someone] Do we know who is going to play bass for Daughtry on the tour with 3 doors down See you again on Dec 1st in Binghamton NY
494,2.35709305230336e+17,neutral,Have you watched [someone] 's new fashion tv show 'Styled To Rock' 1st episode? No? Here's the link
495,2.2070176467506e+17,positive,"""got a free ticket to the San Diego County Fair for Indepence Day in Del Mar, CA for anyone who wants it."""
496,2.51369226227569e+17,neutral,Sunday ITV1 10:20pm Jimmy McGovern's docudrama Hillsborough. Harrowing but shows how media can question authority and bring about change
497,2.22194074873102e+17,neutral,"""I used to watch ABC Sunday night movies with the fam, now we watch #newsroom on HBO, how times have changed."""
498,2.54404138736185e+17,positive,[someone] I loved racing Grand Bend. Got my 1st Top Fuel Win there against Shirley Muldowney in the final
499,2.33597165296046e+17,neutral,I gots to make vanilla fudge tomorrow
500,2.84730054603309e+17,positive,[someone] 2nd Best Sports Moment: Rob Riggle hosting the ESPY Awards #funny
501,2.64326155283337e+17,positive,Happy Birthday Mitchie and #twittlessLuis! Ill bring you stuff monday :p [someone]
502,2.58715125660385e+17,positive,"""In other news (realised I seldom tweet these days), I climbed Mount Snowdon on Saturday with two wonderful friends. SH-BOOM! #Wales"""
503,2.53040071102562e+17,positive,do not forget to sign up for our Right To Offend Debate with David Aaronovitch &amp; Mehdi Hasan next Thursday
504,2.6130857431416e+17,positive,"""[someone] Revenge on ABC Sunday nights is a great show, you should check it out"""
505,2.82212919763153e+17,positive,"""I do not know about you guys, but i was ready for this break on Sunday of Thanksgiving break."""
506,2.81861699433288e+17,neutral,Two of the guys on our day out at Lechlade last Monday 17.12.12
507,2.49495762717774e+17,neutral,#xc-dsign The digital installation built for 2nd Nature Gardens at the Chelsea Flower Show used a ge
508,2.60879875710259e+17,positive,Big weekend ahead at Maverik Center Friday and Saturday at 7. Oktoberfest Specials. Saturday is Angel's Hands Night with Cowbell Giveaway!
509,2.012840852289e+17,neutral,The reason that Nurses Day is held on the 12th May each year is because this is the birth date of Florence...
510,2.38711680379535e+17,negative,"""[someone] Of Monsters and Men, Deap Vally, Eagles Of Death Metal, Gaslight Anthem, Foos - and that is just tomorrow! Sorry for late reply!"""
511,2.73934222572524e+17,positive,Buy a DG membership between Nov 1 and 30 and you could win tickets to Ballet West's The Nutcracker!
512,2.23720448523895e+17,positive,Looking forward to the London Grand Prix tonight and tomorrow
513,2.71702405463294e+17,positive,"""[someone] yea I am good thanks, and no but i am in haltwhistle. are you staying at phils on fri, i was guna pop in and say hi to him?"""
514,2.40490731406504e+17,neutral,"""Watch me on the CW Network's new hit music show """"""""THE NEXT"""""""" September 6 at 8 pm central!!!"""
515,2.25700905020965e+17,positive,"""[someone] saw you play at Bluesfest last sunday, your lead guitarist blew my freakin' mind!! Wow... what a rock star !! Great show"""
516,2.55415812670763e+17,positive,Whitey Anderson was a thoroughly deserving winner of the NIFWA Manager of the Month even before Saturday. When will he walk Lough Erne?
517,2.3550878118067e+17,negative,Do I ring up Warners tomorrow and tell them I put the wrong number on or do I leave it and cry
518,2.48791875090252e+17,neutral,Since yesterday was the 10th anniversary of the worldwide celebration of International Talk Like A Pirate Day....
519,2.24222808463507e+17,neutral,"""Natash Hastings 4th (51.89), Jessica Beard 6th (52.08) in 400 at London Grand Prix. 1 of the could be named to [someone] 4x400 relay team."""
520,2.6540719265457e+17,positive,Beautiful sun rises these days and still mild with no wind. We are heading out to some islands on Lough Erne we have never been to before!
521,2.40305520597148e+17,positive,Good afternoon on a beautiful Tuesday from the unseen high-angle view in Hat Yai!
522,2.79571699752641e+17,neutral,#Gardening Fact Friday: The most expensive garden was designed by [someone] for the 2010 Chelsea Flower Show and included a $5m diamond.
523,2.24263004517171e+17,positive,YOU MUST READ!
524,2.1704790976877e+17,neutral,Red Stars fouled at 20 yards. Chalupny takes the free kick but GK gets in front of it. 1 minute left in 1st half.
525,2.66325391805911e+17,positive,"""Some may have called me childish, but I now sit with a bag the size of a small child full of Halloween Candy. #Winning #StillAKidAtHeart"""
526,2.58151110873846e+17,positive,"""[someone] it was a Saturday when I went, stopped off en route for a few jars at Haltwhistle and Haydon Bridge so was good fun."""
527,2.35776554347684e+17,neutral,Just eating a giant slab of vanilla fudge to distract from results day tomorrow
528,2.8367865639877e+17,positive,[someone] sweet keep me updated I am getting ready for our big Jiujitsu promotion at the end of Feb.
529,2.75828118143525e+17,neutral,"""For those that missed it I am dropping a NEW Batman track tomorrow since DKR debuts. If you want it, I will send it to you. Only way to get it."""
530,2.76693266479608e+17,neutral,who got that new Batman dvd and trying to let me hold it till April
531,2.7005459839019e+17,positive,Sitting on the floor watching the Stones doc Crossfire Hurricane for the 3rd time. [someone] [someone] [someone] [someone] [someone]
532,2.23062243665904e+17,negative,Typical that when the Great Yorkshire Show gets cancelled the sun comes out. Oh well. that has England for you.
533,2.50435512744161e+17,positive,#EAFirstPlay at Westfield Parramatta is going off! We are there from today until Sunday so come and say hello
534,2.76356090021696e+17,neutral,"""RNDM: 8 November 2012 - Bowery Ballroom, New York (Notes from the Road)"
535,2.55987158500913e+17,positive,"""#TVD is back tomorrow @ CW Network. Finally! The long wait is over!! Yay!!! Well, i can already watch it by Friday evening. [someone]"""
536,2.09003847895626e+17,positive,The band enjoyed a day of sightseeing in Berlin today. We hope to see you at ROCK I am PARK tomorrow! -PRESET
537,2.02937251410358e+17,neutral,"""am not got a drug problem but a love problem, but then again that may be one in the same. _De La Soul"""
538,2.31758315431019e+17,positive,An hour afternoon nap in Hype Park though the first half of the football in the sun... Nice!
539,2.39360273650168e+17,neutral,"""#WWE debuting new children's series """"""""Saturday Morning Slam"""""""" on the CW Network at 10 a.m. EST today. ."""
540,2.08578971934269e+17,positive,to all going to cardiff for barbarians game tomorrow- have fun jammy buggers..c'mon hogia ni
541,2.74368900236456e+17,positive,Super Saturday is on tomorrow at Westfield Parramatta. One day to grab some pre Christmas bargins. For one day...
542,2.52067370871443e+17,positive,Ben Sollee and fresh pot of coffee make saturday morning perfect
543,2.75388887386427e+17,positive,do not miss Carmen on the 100th episode of 90210 airing tomorrow night 8/7C on the CW Network!
544,2.42902624603628e+17,neutral,[someone] I go back next Tuesday to enrole mate I think you do too
545,2.56041867194548e+17,negative,"""Supersonic, Paul Foot, Boris in December, Runrig, boring car stuff, Turbonegro... going to be pretty broke for Christmas! Yay!"""
546,2.72020151858242e+17,neutral,Fans lined up for Black Friday $5 tickets at Maverik Center available to the first 500 fans lined up when the box...
547,2.61421029434458e+17,positive,Make sure you head down &amp; see [someone] singing at Westfield Parramatta this Saturday at 10:30 &amp; 2:30 on the main stage! :) x
548,2.31705721375429e+17,neutral,Lavender fields at Hvar island. Imagre taken during our Adriatic2Alps photo tour in June. Share if you like...
549,2.68792988044493e+17,neutral,Tomorrow (11/15): #KitchenParty Live with Kent Whitaker: What to do with Thanksgiving Leftovers
550,2.67648181419012e+17,positive,"""[someone]. Very moving Remembrance Service with our new Minister, Rev William Heenan. For our tomorrow, they gave their today."""
551,2.20337267171017e+17,positive,"""Doom metal legends SUN O))) have announced an Australian Tour for this October with """"""""post-everything"""""""" act [someone]"
552,2.37833142776496e+17,neutral,L' ECOLE CULINAIRE SALT OF THE EARTH FESTIVAL: On Sept 15th some of the top chefs in th...
553,2.08681220446499e+17,neutral,"""Sam Warburton Wales exclusive interview: When Wales play the Barbarians in Cardiff on Saturday afternoon, Sam Wa..."
554,2.02026097217516e+17,neutral,Copper river salmon season is just days away from starting...Call us on May 17th for pricing
555,2.4127033000448e+17,neutral,"""Charlie Daniels Band, .38 Special and The Outlaws Hit the Fair, Pomona Fairplex, Fri, Sep 28 @ 7:30pm, 50% OFF,"
556,2.61174118748144e+17,positive,[someone] look up Riot Fest in Chicago in May. let us pregame hard and go to it
557,2.37563899162018e+17,neutral,Resort Monday coming up at The KEE tonight: Back To School Girl theme! There will be a contest for the best dressed.
558,2.60112971798303e+17,positive,Mahiro may be my bias for Kiryu...but Hiyori is definitely the cutest when he looks like this. -Nikki
559,2.34846082893509e+17,neutral,"""World Stand Off is set for this Friday Aug18th for PUSH KICK PROMOTIONS at the Pomona Fairplex, Down 2 scrap MMA..."
560,2.61268938728559e+17,positive,"""Great night of JiuJitsu! Huge day tomorrow with the Dynamite Ninjas, Striking then Advanced Gi!!!! do not miss it!"""
561,2.82212219842884e+17,positive,[someone] they released the Retro fours bred during Thanksgiving break on black Friday. Holy shit 4 bills they are 180 are not they
562,2.35283545453629e+17,positive,Super excited to see Waiting for the Barbarians on Thursday at the [someone]
563,2.4511975837311e+17,positive,"""SUPER ADVANCE NOTICE to SAVE THE DATE.... Stone Brewing will be in the house on September 24th. And, there will..."
564,2.49567920550724e+17,positive,Ironman Wales on channel 4 tomorrow 6.35am - sky plus it - or do as I am excited to watch it real life with a cuppa!! #ironman #ironmanwales
